,img_name,label
12091,know@TWQgNY.png,know
12092,group@r0ys9L.png,group
12093,here@AK4j1N.png,here
12094,certainly@YZO8Dh.png,certainly
12095,result@rMfDwv.png,result
12096,ball@FlVTNK.png,ball
12097,red@6g4EFD.png,red
12098,about@Sp7ecX.png,about
12099,town@axI7T6.png,town
12100,bank@uImqrN.png,bank
12101,result@h5g1rD.png,result
12102,all@KBnaLo.png,all
12103,popular@MJcr2u.png,popular
12104,what@gNxatl.png,what
12105,early@86exou.png,early
12106,author@mYhgSH.png,author
12107,series@XBHnoN.png,series
12108,follow@wcTtUX.png,follow
12109,model@Uv4Y0w.png,model
12110,off@MW5rjI.png,off
12111,better@sm7ntI.png,better
12112,finally@ZLI23c.png,finally
12113,ground@lMd32X.png,ground
12114,Democrat@OzpncA.png,Democrat
12115,bring@pkHiaQ.png,bring
12116,easy@iyj8fl.png,easy
12117,institution@FZLEM8.png,institution
12118,democratic@dngkSD.png,democratic
12119,evidence@l6FqN2.png,evidence
12120,grow@DmhwKH.png,grow
12121,adult@f7uBR8.png,adult
12122,go@GNs90L.png,go
12123,level@ZNY6d2.png,level
12124,seek@6v7hbj.png,seek
12125,technology@VLu8jg.png,technology
12126,sound@YqlaA6.png,sound
12127,gun@OuaLke.png,gun
12128,or@LJNpCI.png,or
12129,conference@3pViX1.png,conference
12130,article@thDoiG.png,article
12131,know@jHOioz.png,know
12132,smile@amc2GQ.png,smile
12133,actually@kmKpF2.png,actually
12134,network@hJKb2c.png,network
12135,up@gqUBYI.png,up
12136,particular@1tbXkv.png,particular
12137,still@ngK6cR.png,still
12138,car@fNtuUo.png,car
12139,example@GxUTPy.png,example
12140,which@m2gNiZ.png,which
12141,fine@SLrXn3.png,fine
12142,federal@FUzBGX.png,federal
12143,note@GaWyUx.png,note
12144,military@phq94K.png,military
12145,wall@fFpUvR.png,wall
12146,sport@Dg5znd.png,sport
12147,growth@eaQYEB.png,growth
12148,cut@am0nsN.png,cut
12149,last@v21aNf.png,last
12150,exactly@CKMN7Z.png,exactly
12151,set@A8euPa.png,set
12152,entire@PAgXLB.png,entire
12153,more@Syrx2P.png,more
12154,tax@AQu3sY.png,tax
12155,guy@HTE1IA.png,guy
12156,hospital@mSVe8i.png,hospital
12157,and@3rY4tH.png,and
12158,recognize@kKuhPI.png,recognize
12159,customer@ScHV6Q.png,customer
12160,camera@lS3iB4.png,camera
12161,fine@IXZirV.png,fine
12162,civil@VT20rk.png,civil
12163,majority@OG3vl9.png,majority
12164,mission@Nb63oZ.png,mission
12165,film@ePlsdX.png,film
12166,education@dFHi2M.png,education
12167,value@YuhAMv.png,value
12168,mother@8xhULJ.png,mother
12169,receive@Dt4BVI.png,receive
12170,shake@SaMfL5.png,shake
12171,happen@DcdJ81.png,happen
12172,dream@BCk740.png,dream
12173,southern@SWwqm5.png,southern
12174,ask@zPEghm.png,ask
12175,high@JTAk3S.png,high
12176,seem@NjniMc.png,seem
12177,action@SaWdTm.png,action
12178,product@Ouk7zw.png,product
12179,knowledge@C8TZkM.png,knowledge
12180,power@mJ7QcF.png,power
12181,hair@0U8fKS.png,hair
12182,travel@7l9iUr.png,travel
12183,once@NhCAo4.png,once
12184,executive@mwQPWL.png,executive
12185,explain@EgMeOD.png,explain
12186,wide@3sXmJL.png,wide
12187,buy@XScFY7.png,buy
12188,quality@N6xPjK.png,quality
12189,arm@v8sDpG.png,arm
12190,current@DFmhTz.png,current
12191,institution@CDasM7.png,institution
12192,plan@UkBmM5.png,plan
12193,can@8FsPz5.png,can
12194,up@diEBUj.png,up
12195,since@anR87x.png,since
12196,health@zaklPW.png,health
12197,floor@0w9RTm.png,floor
12198,wear@MicUCK.png,wear
12199,magazine@DwY9x5.png,magazine
12200,sometimes@98TwsY.png,sometimes
12201,station@6u4C9k.png,station
12202,especially@LN9ZTo.png,especially
12203,material@nVCPRJ.png,material
12204,thousand@EhPM8p.png,thousand
12205,by@btF6TY.png,by
12206,modern@peJmAh.png,modern
12207,appear@KWpZrl.png,appear
12208,owner@M375S2.png,owner
12209,plant@3Ii4fF.png,plant
12210,base@ZmCTgD.png,base
12211,give@F93AKn.png,give
12212,ahead@E0DsUn.png,ahead
12213,education@H6BxDs.png,education
12214,language@p73gZF.png,language
12215,pick@Arj1bQ.png,pick
12216,including@Ay2Qbx.png,including
12217,move@nrwtxp.png,move
12218,last@nEKMXJ.png,last
12219,watch@M7SmU2.png,watch
12220,north@5O2hZj.png,north
12221,perhaps@ONJ65H.png,perhaps
12222,leave@9oTzZv.png,leave
12223,without@Y7t4Rw.png,without
12224,upon@u73fJt.png,upon
12225,particularly@xzZVHF.png,particularly
12226,compare@96GeaI.png,compare
12227,window@h9nDqN.png,window
12228,bank@irdj9p.png,bank
12229,technology@9p2BZs.png,technology
12230,per@rw0GTO.png,per
12231,field@iqHFeD.png,field
12232,treatment@Y8Tv1e.png,treatment
12233,final@9rqWwj.png,final
12234,seven@ru6CnB.png,seven
12235,character@JCU4xX.png,character
12236,among@IPJmtX.png,among
12237,section@dAWHqG.png,section
12238,whom@EUW4CN.png,whom
12239,range@qGyHKh.png,range
12240,significant@WnYOAc.png,significant
12241,good@TIKJ0F.png,good
12242,coach@S4EHsD.png,coach
12243,painting@liZnVq.png,painting
12244,throughout@Iohb4G.png,throughout
12245,kitchen@wladMS.png,kitchen
12246,these@uWXqAD.png,these
12247,some@uwUT8A.png,some
12248,even@d6KEaw.png,even
12249,by@4oma1Z.png,by
12250,there@CQHo3D.png,there
12251,condition@OKiQcr.png,condition
12252,themselves@nz643o.png,themselves
12253,executive@6cEVtM.png,executive
12254,take@BAY3K7.png,take
12255,exactly@ge7OLK.png,exactly
12256,throw@vTU0IA.png,throw
12257,oil@kS723M.png,oil
12258,provide@tP7IjM.png,provide
12259,very@9S4UJL.png,very
12260,into@Pj0Gke.png,into
12261,produce@n2YscL.png,produce
12262,very@YTSNhX.png,very
12263,choice@Inv8B5.png,choice
12264,close@sgFLZB.png,close
12265,effect@DfSRVH.png,effect
12266,hospital@juX4zl.png,hospital
12267,fact@Ovh0GH.png,fact
12268,even@qOhdTm.png,even
12269,Mrs@Je4k2L.png,Mrs
12270,play@bXLmJ5.png,play
12271,book@v1nYxh.png,book
12272,read@WSOa7C.png,read
12273,case@SylL4s.png,case
12274,care@AI5u8c.png,care
12275,trouble@OI1r48.png,trouble
12276,democratic@SEbyGJ.png,democratic
12277,case@vXadZC.png,case
12278,evidence@VM3tEm.png,evidence
12279,marriage@aYx97j.png,marriage
12280,arrive@cbe1kp.png,arrive
12281,phone@8joc6e.png,phone
12282,culture@Ly1WQ5.png,culture
12283,letter@ZRkI16.png,letter
12284,never@dWloYJ.png,never
12285,her@WsEcLu.png,her
12286,piece@c8kD6b.png,piece
12287,green@ENvn9y.png,green
12288,group@rzwbAa.png,group
12289,much@xN9eLC.png,much
12290,green@CxtAq2.png,green
12291,still@zVU8JY.png,still
12292,girl@lVpLTI.png,girl
12293,dark@9VqXMs.png,dark
12294,picture@wOz9SR.png,picture
12295,official@3ENnay.png,official
12296,program@vcwlDG.png,program
12297,day@juvm7i.png,day
12298,senior@GNlp2o.png,senior
12299,stand@9DYvHe.png,stand
12300,involve@g9Mfvw.png,involve
12301,field@cfgaLF.png,field
12302,week@JnsDeE.png,week
12303,subject@Ru9Lbq.png,subject
12304,wide@m7aKI1.png,wide
12305,PM@P3DHcp.png,PM
12306,police@xqBIp9.png,police
12307,protect@GNAjYl.png,protect
12308,enjoy@ubgkWv.png,enjoy
12309,may@rOZb4z.png,may
12310,Mrs@AvdswV.png,Mrs
12311,base@TZmgwF.png,base
12312,simply@jWCuJA.png,simply
12313,art@7HOG31.png,art
12314,necessary@o9wrsK.png,necessary
12315,either@y5cEJN.png,either
12316,young@JAZhmx.png,young
12317,near@7ZVEku.png,near
12318,indicate@EQ3xXs.png,indicate
12319,person@nRsD0T.png,person
12320,smile@6wON01.png,smile
12321,activity@1g8IK7.png,activity
12322,dream@fdHkOb.png,dream
12323,treatment@92TnFb.png,treatment
12324,mother@SE8BKT.png,mother
12325,top@ud38qi.png,top
12326,structure@Ho9NX5.png,structure
12327,win@p1zYl3.png,win
12328,expect@oeBkPM.png,expect
12329,church@LARqpe.png,church
12330,stage@vEyzqZ.png,stage
12331,film@rC8Ggx.png,film
12332,house@2EpaLd.png,house
12333,financial@eljZpf.png,financial
12334,statement@pQ1mnL.png,statement
12335,sometimes@oU6ZXV.png,sometimes
12336,word@UPZBJq.png,word
12337,ability@vJwta8.png,ability
12338,opportunity@y06Psh.png,opportunity
12339,create@2AvE6q.png,create
12340,power@zWb4Ms.png,power
12341,argue@I10yqV.png,argue
12342,myself@YbrqOg.png,myself
12343,sell@qVXv6F.png,sell
12344,large@RNagxV.png,large
12345,weight@gLdYvm.png,weight
12346,up@1KrByf.png,up
12347,on@rWhv6X.png,on
12348,require@NvoeXh.png,require
12349,nothing@JWfPRo.png,nothing
12350,similar@wrk07o.png,similar
12351,employee@yoIiPK.png,employee
12352,hand@V7iBlR.png,hand
12353,draw@Gh1iPf.png,draw
12354,right@EAnJpZ.png,right
12355,spend@1dmUlE.png,spend
12356,protect@hpfNkI.png,protect
12357,radio@A7y6M1.png,radio
12358,body@HTBLO0.png,body
12359,really@Dhxk2I.png,really
12360,admit@5vTi7n.png,admit
12361,agree@D5VEpO.png,agree
12362,my@82TVpD.png,my
12363,attorney@iJlwD3.png,attorney
12364,choice@4bQzZy.png,choice
12365,somebody@8aL5sz.png,somebody
12366,much@0RqNij.png,much
12367,debate@bNg0TV.png,debate
12368,himself@nRC9yL.png,himself
12369,common@12uZYT.png,common
12370,away@H1zTrX.png,away
12371,true@ufNbAm.png,true
12372,marriage@V0F8yE.png,marriage
12373,full@Aqvoj0.png,full
12374,through@hb5I61.png,through
12375,activity@hT1d6w.png,activity
12376,short@xHkEa7.png,short
12377,ok@18nwGL.png,ok
12378,alone@j2Bsfv.png,alone
12379,truth@OVSksZ.png,truth
12380,child@FIDJVo.png,child
12381,manage@1mkJXZ.png,manage
12382,necessary@LXhIBm.png,necessary
12383,investment@wrOEW2.png,investment
12384,card@wZnLr6.png,card
12385,either@yxZAGb.png,either
12386,go@PX3fdS.png,go
12387,where@CRs8Ku.png,where
12388,hot@FXxcMR.png,hot
12389,because@LGH91u.png,because
12390,environmental@05xOmk.png,environmental
12391,space@pnUhAd.png,space
12392,space@9FgQjU.png,space
12393,keep@EhoXsY.png,keep
12394,major@etAPzK.png,major
12395,bill@NYCo24.png,bill
12396,room@5kNyom.png,room
12397,himself@uR301W.png,himself
12398,thousand@dgv2sV.png,thousand
12399,at@b8ujoH.png,at
12400,detail@4Kwm6k.png,detail
12401,case@i9jIps.png,case
12402,begin@SIeygE.png,begin
12403,cup@tKj7dY.png,cup
12404,inside@c8sdzY.png,inside
12405,wall@lEIbOy.png,wall
12406,building@lNrV0O.png,building
12407,street@iPqm1K.png,street
12408,modern@l1bz4B.png,modern
12409,focus@6askYc.png,focus
12410,poor@nEqAGi.png,poor
12411,alone@gRL8CA.png,alone
12412,career@GxAjLr.png,career
12413,standard@htid4J.png,standard
12414,audience@Vw4AUY.png,audience
12415,turn@H8xtLT.png,turn
12416,industry@S67HNJ.png,industry
12417,decide@Y65Des.png,decide
12418,age@mt1V9C.png,age
12419,while@ODEcJ2.png,while
12420,war@vkLr37.png,war
12421,remember@csYU2S.png,remember
12422,network@VprPnt.png,network
12423,enjoy@08vTDj.png,enjoy
12424,finally@Xo9NBT.png,finally
12425,study@xi69Hf.png,study
12426,nice@0XAPr3.png,nice
12427,send@w9rFbh.png,send
12428,movement@4yhdab.png,movement
12429,watch@6ZzAB2.png,watch
12430,spring@ZXOG8Y.png,spring
12431,rock@OCpImA.png,rock
12432,lose@tnbzJc.png,lose
12433,body@lgTHFd.png,body
12434,sense@xluOaZ.png,sense
12435,item@HpJaBl.png,item
12436,garden@3gHrOq.png,garden
12437,season@aDbh7Q.png,season
12438,box@of0yDu.png,box
12439,job@CWFLal.png,job
12440,color@7oB1RI.png,color
12441,loss@PCWb8q.png,loss
12442,long@nsYUrp.png,long
12443,same@SNxLUn.png,same
12444,through@MIEbK5.png,through
12445,dark@1QXq5B.png,dark
12446,tax@r9PtJe.png,tax
12447,today@feIDBH.png,today
12448,easy@KvsM1D.png,easy
12449,seek@hBgF4b.png,seek
12450,meeting@a8RT0s.png,meeting
12451,about@BH8yc6.png,about
12452,put@C9DQ4O.png,put
12453,need@PsvQ4I.png,need
12454,fly@SkHgpJ.png,fly
12455,subject@YRE1pX.png,subject
12456,less@YGp5EV.png,less
12457,economic@vDfGCc.png,economic
12458,task@i0kfAD.png,task
12459,business@VXvzmi.png,business
12460,need@UbwF5Z.png,need
12461,well@tqWZJz.png,well
12462,debate@baXEzB.png,debate
12463,attack@Kf3ANt.png,attack
12464,machine@QfAjVx.png,machine
12465,move@favM2z.png,move
12466,issue@YNRe0F.png,issue
12467,law@pMwjas.png,law
12468,provide@U8R13m.png,provide
12469,hear@Hdx7As.png,hear
12470,when@VZySkB.png,when
12471,other@IpHhSe.png,other
12472,window@K7HjBY.png,window
12473,whatever@Dk3QhJ.png,whatever
12474,foot@uNJm7K.png,foot
12475,page@mY8WTa.png,page
12476,them@05txcd.png,them
12477,size@zbOv2Q.png,size
12478,debate@3r0zjn.png,debate
12479,concern@s1NR6d.png,concern
12480,whether@4Hr6Id.png,whether
12481,certain@vf1e8V.png,certain
12482,recognize@HUAsDw.png,recognize
12483,especially@8Awye4.png,especially
12484,reflect@GqnSp8.png,reflect
12485,wrong@9DqNEs.png,wrong
12486,himself@9nHjhk.png,himself
12487,two@My9jC2.png,two
12488,wide@EctBxT.png,wide
12489,number@SO2G5r.png,number
12490,sometimes@zA3L7g.png,sometimes
12491,have@lT4afo.png,have
12492,simply@Mc7pPY.png,simply
12493,money@dN53Ya.png,money
12494,important@S8rwKt.png,important
12495,perhaps@RTik6m.png,perhaps
12496,amount@jCGMH0.png,amount
12497,good@Sc20zq.png,good
12498,pay@CJzLi4.png,pay
12499,truth@zPSWMD.png,truth
12500,call@n9FuEK.png,call
12501,different@8vXboA.png,different
12502,nor@QTnjGZ.png,nor
12503,person@oX5zfy.png,person
12504,consider@GE72Lm.png,consider
12505,set@Ho6hub.png,set
12506,approach@ZcU5eL.png,approach
12507,possible@H5m9oj.png,possible
12508,there@Zh4Ja7.png,there
12509,make@kGA82N.png,make
12510,foreign@HNU4lz.png,foreign
12511,long@wmqxPY.png,long
12512,program@3OCYFW.png,program
12513,perform@Xd34yP.png,perform
12514,become@0yV8dY.png,become
12515,clearly@1hCu3d.png,clearly
12516,edge@SzwUnb.png,edge
12517,television@8Thf3R.png,television
12518,fight@aASLM1.png,fight
12519,with@6Pj0FJ.png,with
12520,real@xuUSHJ.png,real
12521,each@lVDph8.png,each
12522,evidence@k8vjtf.png,evidence
12523,its@QJAheI.png,its
12524,hear@wxAnY9.png,hear
12525,usually@Ndwk0I.png,usually
12526,plan@ft9xTr.png,plan
12527,same@Iid7Qo.png,same
12528,across@pch8zD.png,across
12529,true@Se7zMf.png,true
12530,wind@xgfDIu.png,wind
12531,age@1Bh87s.png,age
12532,defense@XdDAWy.png,defense
12533,fall@HXbEU3.png,fall
12534,most@ywrCT1.png,most
12535,data@wbBm29.png,data
12536,until@0CtLix.png,until
12537,team@5DPZbB.png,team
12538,know@LlATsM.png,know
12539,current@kT23nS.png,current
12540,section@2nYR89.png,section
12541,response@Ghs6SA.png,response
12542,evidence@7NPAnT.png,evidence
12543,cause@FEAJov.png,cause
12544,exist@dGaKVy.png,exist
12545,among@CXAmqb.png,among
12546,response@7FfHbS.png,response
12547,manager@wSCFm1.png,manager
12548,whom@pnY5jE.png,whom
12549,you@DkYS7g.png,you
12550,billion@5s7d3r.png,billion
12551,lead@f0VkTF.png,lead
12552,push@s9yuBN.png,push
12553,offer@fDjeFL.png,offer
12554,real@UDG3md.png,real
12555,base@98RmFA.png,base
12556,air@Z2nB5V.png,air
12557,former@clzdVQ.png,former
12558,and@aRK1xc.png,and
12559,role@mfI0Go.png,role
12560,course@qvCsu6.png,course
12561,dream@AsLYx9.png,dream
12562,only@jc9TNP.png,only
12563,concern@Bh301e.png,concern
12564,lawyer@4tnavB.png,lawyer
12565,daughter@LNdPsc.png,daughter
12566,indeed@7qulJd.png,indeed
12567,admit@lwYpXU.png,admit
12568,artist@WCYBHk.png,artist
12569,bank@VGxUsR.png,bank
12570,question@NquSsH.png,question
12571,reflect@VKMwSN.png,reflect
12572,tonight@ZuGfVc.png,tonight
12573,decide@r12jct.png,decide
12574,later@Eh0LlA.png,later
12575,enough@LcU42P.png,enough
12576,certain@1Qbvez.png,certain
12577,particularly@kpzier.png,particularly
12578,become@Y5TN9A.png,become
12579,company@vFILBE.png,company
12580,much@WkeApY.png,much
12581,more@9q3iXK.png,more
12582,process@Veh3Nj.png,process
12583,condition@3oOMN7.png,condition
12584,eye@rcOSKi.png,eye
12585,hundred@oDkwIs.png,hundred
12586,event@K7RA2t.png,event
12587,everybody@yFgQmX.png,everybody
12588,game@cV1kYM.png,game
12589,wall@SEaPgW.png,wall
12590,sure@uBPft3.png,sure
12591,prevent@708Ibe.png,prevent
12592,network@Upm7Ra.png,network
12593,threat@tKAegZ.png,threat
12594,girl@twyPcI.png,girl
12595,reach@d6ic9I.png,reach
12596,seem@K9Ouhv.png,seem
12597,traditional@pn0e64.png,traditional
12598,usually@3S09ml.png,usually
12599,fill@50Vace.png,fill
12600,place@E5towC.png,place
12601,off@k574pa.png,off
12602,movement@9c2xmL.png,movement
12603,fact@L54RQt.png,fact
12604,hard@fgh1wo.png,hard
12605,front@VNfreq.png,front
12606,campaign@AUgMpT.png,campaign
12607,but@ZCDGRY.png,but
12608,make@jIsgm5.png,make
12609,dinner@ENmLjh.png,dinner
12610,modern@yvpJVZ.png,modern
12611,shoulder@qCYcPW.png,shoulder
12612,help@r5iQsn.png,help
12613,size@tognmj.png,size
12614,wish@oSuNJg.png,wish
12615,cost@0E9qC8.png,cost
12616,attention@8W3IHG.png,attention
12617,place@zhA2iH.png,place
12618,head@sDKAQm.png,head
12619,tonight@41etP0.png,tonight
12620,knowledge@9tHpN2.png,knowledge
12621,fight@CqlEMY.png,fight
12622,get@0zUZEt.png,get
12623,notice@GhSsPj.png,notice
12624,price@cVB4lL.png,price
12625,rise@tD0AXV.png,rise
12626,close@TltIFE.png,close
12627,season@pstIjA.png,season
12628,director@ieCBRN.png,director
12629,resource@MgVAqD.png,resource
12630,thus@pEsNLb.png,thus
12631,exist@OIft1D.png,exist
12632,under@X4BZdm.png,under
12633,call@7MSPDf.png,call
12634,real@efzROv.png,real
12635,close@Jm1ECT.png,close
12636,nation@RGaCUW.png,nation
12637,garden@3Ng174.png,garden
12638,include@qH6Lpz.png,include
12639,our@rUaS82.png,our
12640,size@DYSxpq.png,size
12641,production@lZ07o9.png,production
12642,rise@Wls7Uy.png,rise
12643,far@1Zlwpt.png,far
12644,quality@eXW9U1.png,quality
12645,firm@59unVf.png,firm
12646,wife@BSP12Y.png,wife
12647,population@jvyEY4.png,population
12648,number@oLcq67.png,number
12649,account@8Jq41X.png,account
12650,build@9mJ2FN.png,build
12651,president@hVk6d8.png,president
12652,west@b5xIU8.png,west
12653,center@vDyJfH.png,center
12654,write@ZkmXLB.png,write
12655,quite@KOiSnE.png,quite
12656,note@w7fmrD.png,note
12657,will@BhZxRm.png,will
12658,by@rMAlO0.png,by
12659,will@Rin7jV.png,will
12660,picture@XSnW6t.png,picture
12661,experience@k3SqCW.png,experience
12662,garden@djG0WP.png,garden
12663,care@nU1zbI.png,care
12664,how@BAqm5O.png,how
12665,will@6EdGW8.png,will
12666,evidence@Ut7Npx.png,evidence
12667,tree@lbYk8E.png,tree
12668,individual@svZx0J.png,individual
12669,write@toe1Vz.png,write
12670,sometimes@SwlYFJ.png,sometimes
12671,Democrat@6VSX9q.png,Democrat
12672,material@0Uhvap.png,material
12673,light@duVpjz.png,light
12674,conference@pu5aoY.png,conference
12675,manage@5gzjau.png,manage
12676,sound@SbZfMs.png,sound
12677,risk@HP5v0L.png,risk
12678,doctor@PBOLdw.png,doctor
12679,us@uIwbBT.png,us
12680,majority@S4Gdi9.png,majority
12681,actually@VEpnRI.png,actually
12682,think@LfQiIV.png,think
12683,open@mjIiTt.png,open
12684,threat@5uQR9m.png,threat
12685,heart@vTSb4F.png,heart
12686,certainly@T2NefP.png,certainly
12687,billion@m6yVhO.png,billion
12688,movement@4EBgvq.png,movement
12689,audience@AOUxRk.png,audience
12690,owner@b0Md5B.png,owner
12691,before@ZadmIk.png,before
12692,home@x9dLbK.png,home
12693,picture@3dvEqY.png,picture
12694,paper@DE4zmF.png,paper
12695,much@DKgtAV.png,much
12696,tend@8Qjwpk.png,tend
12697,environmental@8bMFq1.png,environmental
12698,drug@2fqIa7.png,drug
12699,western@wKvcpQ.png,western
12700,him@YRtgWC.png,him
12701,technology@IfUCJO.png,technology
12702,scientist@D9O5vV.png,scientist
12703,art@yIkfCN.png,art
12704,trade@0jw94P.png,trade
12705,police@dRCo21.png,police
12706,year@WOjb3t.png,year
12707,hand@h4kw9T.png,hand
12708,company@8Hnzex.png,company
12709,case@S2QFXt.png,case
12710,us@cCRtao.png,us
12711,affect@Y9Ojah.png,affect
12712,hold@3NTmdq.png,hold
12713,situation@HPtsXQ.png,situation
12714,series@M3nJ20.png,series
12715,fine@dJFQIp.png,fine
12716,candidate@wkdLnE.png,candidate
12717,agent@PUDcA2.png,agent
12718,green@uvWETR.png,green
12719,check@UgqGYO.png,check
12720,serve@X6NOlt.png,serve
12721,respond@1OoWYg.png,respond
12722,between@c4SL3b.png,between
12723,walk@YGP2l1.png,walk
12724,language@4Bc0zX.png,language
12725,customer@acZ0fO.png,customer
12726,while@c4Bmoq.png,while
12727,this@tXcWkU.png,this
12728,want@GeDbgj.png,want
12729,assume@BOv4Y3.png,assume
12730,evidence@u7TMo6.png,evidence
12731,nearly@5uehlU.png,nearly
12732,training@soOUak.png,training
12733,suddenly@Sgzc3r.png,suddenly
12734,far@c190yv.png,far
12735,manage@HCMjlx.png,manage
12736,physical@7UkDLM.png,physical
12737,sell@5qnlxC.png,sell
12738,of@eJfTq8.png,of
12739,still@fYdas6.png,still
12740,assume@0VqDkO.png,assume
12741,serve@g8uqDN.png,serve
12742,between@dpnsIj.png,between
12743,on@QRpFeI.png,on
12744,response@NE2bGz.png,response
12745,already@yW60ET.png,already
12746,thank@UzEcxC.png,thank
12747,personal@b794op.png,personal
12748,reason@O4XFCb.png,reason
12749,item@R3Qjyi.png,item
12750,discover@nZGqFK.png,discover
12751,yourself@PmTlM5.png,yourself
12752,never@hipgsO.png,never
12753,include@wA3Xix.png,include
12754,seven@dTGUR5.png,seven
12755,buy@tahAcV.png,buy
12756,language@ZGu1Kb.png,language
12757,professor@vYJLiZ.png,professor
12758,major@eJxbBL.png,major
12759,compare@Gtly8p.png,compare
12760,project@uBWfOG.png,project
12761,something@okvRYe.png,something
12762,try@ycl30p.png,try
12763,perhaps@S4c6AT.png,perhaps
12764,something@r6pjGM.png,something
12765,follow@647OXh.png,follow
12766,standard@zyOs0w.png,standard
12767,just@B0SvLP.png,just
12768,cell@0T2e4F.png,cell
12769,color@RewQm7.png,color
12770,box@9G4OW0.png,box
12771,trial@kCjxUE.png,trial
12772,performance@3m6VzJ.png,performance
12773,particular@FB0Nm4.png,particular
12774,participant@6W1lK4.png,participant
12775,industry@OFl5zC.png,industry
12776,position@yP2ELB.png,position
12777,growth@8PulyN.png,growth
12778,those@b4uiSq.png,those
12779,training@Rqjugf.png,training
12780,pressure@VqhCbT.png,pressure
12781,sing@TMmxn0.png,sing
12782,image@BZL5Ko.png,image
12783,break@jSH6VO.png,break
12784,career@jEBCdi.png,career
12785,fine@EDNzQw.png,fine
12786,maybe@3PUOMJ.png,maybe
12787,situation@dTQ9f1.png,situation
12788,create@NjAU3B.png,create
12789,see@fdoTIO.png,see
12790,six@j3XVCO.png,six
12791,arm@U14SN3.png,arm
12792,see@Y7eCTU.png,see
12793,human@DpNMkA.png,human
12794,understand@zo9LjH.png,understand
12795,report@964138.png,report
12796,establish@XyFtYM.png,establish
12797,police@uGVItM.png,police
12798,director@OVci4k.png,director
12799,record@c9EBnU.png,record
12800,eight@JWsPhM.png,eight
12801,exist@4WPOBq.png,exist
12802,feel@I0pEAg.png,feel
12803,join@pekNMa.png,join
12804,successful@hjZ6Ul.png,successful
12805,alone@TFNOkm.png,alone
12806,town@ZSGDC9.png,town
12807,cup@o4n2DP.png,cup
12808,style@Wjoqsc.png,style
12809,there@iD6kQg.png,there
12810,when@bD8yJ6.png,when
12811,culture@ni8MWz.png,culture
12812,call@SwDgXz.png,call
12813,image@b9S3yE.png,image
12814,attack@R4TSqr.png,attack
12815,yes@R12ikL.png,yes
12816,everything@bqcWO8.png,everything
12817,seat@f6gD1F.png,seat
12818,dog@R8oTge.png,dog
12819,to@EPAvaR.png,to
12820,body@eotfsJ.png,body
12821,like@laWRMC.png,like
12822,life@zbsUeZ.png,life
12823,relationship@okGJ7V.png,relationship
12824,next@noUOhH.png,next
12825,choice@nKVC78.png,choice
12826,full@LC0dWN.png,full
12827,yeah@uJ51KX.png,yeah
12828,than@DkzxTW.png,than
12829,be@5y304q.png,be
12830,real@J9isF7.png,real
12831,line@dgqz0V.png,line
12832,fish@iJeYUl.png,fish
12833,minute@1RTVxP.png,minute
12834,road@YVcoPl.png,road
12835,use@lzUyaS.png,use
12836,player@IUJXc4.png,player
12837,soldier@xvgX4G.png,soldier
12838,turn@PvMd6f.png,turn
12839,range@nD8Xk1.png,range
12840,this@Nfj1Ub.png,this
12841,image@f7JuPz.png,image
12842,vote@LKbtoI.png,vote
12843,approach@oFpA9y.png,approach
12844,give@SeIrgx.png,give
12845,common@3bO0FD.png,common
12846,woman@9MLshE.png,woman
12847,ask@C6J5FA.png,ask
12848,agreement@VvXQgf.png,agreement
12849,return@oyuM1p.png,return
12850,cut@sAfWiz.png,cut
12851,exactly@glLoQf.png,exactly
12852,serious@buvkyt.png,serious
12853,up@B81u9D.png,up
12854,relate@rOoU5K.png,relate
12855,power@dM0Ihf.png,power
12856,word@aGDFAm.png,word
12857,reduce@nUtdJe.png,reduce
12858,day@kJQg5I.png,day
12859,sort@RsBNI3.png,sort
12860,response@PbXYQw.png,response
12861,daughter@Nifo3t.png,daughter
12862,risk@YhAImK.png,risk
12863,authority@9cGDfZ.png,authority
12864,material@sHtcqf.png,material
12865,visit@l1F3Mq.png,visit
12866,science@l5ZknH.png,science
12867,million@ouJSey.png,million
12868,agent@pToUCg.png,agent
12869,chair@6RUTX3.png,chair
12870,nothing@Ah4oHp.png,nothing
12871,price@z1kZBD.png,price
12872,air@datxgp.png,air
12873,all@QXaUmO.png,all
12874,movement@BjT2hV.png,movement
12875,hundred@qjZzQf.png,hundred
12876,never@iWIams.png,never
12877,hour@Ude089.png,hour
12878,town@eNy79K.png,town
12879,power@JQ4ZUj.png,power
12880,floor@UNo3cd.png,floor
12881,science@0Se1fX.png,science
12882,interview@mKGhSt.png,interview
12883,far@5LFj1I.png,far
12884,think@MwTBom.png,think
12885,herself@gxulvz.png,herself
12886,happy@gO20DL.png,happy
12887,poor@TMUGSJ.png,poor
12888,rest@QyHdxV.png,rest
12889,push@cAP7z6.png,push
12890,over@LftqHb.png,over
12891,start@ZtANcS.png,start
12892,better@vpA6UZ.png,better
12893,own@PnFYgR.png,own
12894,citizen@FSRud9.png,citizen
12895,challenge@xdwyo2.png,challenge
12896,people@SvmBwU.png,people
12897,be@MrULtf.png,be
12898,follow@bRmaDw.png,follow
12899,certainly@TmvrWs.png,certainly
12900,continue@ypNrdG.png,continue
12901,almost@2Lz3oS.png,almost
12902,low@1US0vF.png,low
